manifold_pressure_bara,flow_msm3d,flow_kg_hr,min_inlet_pressure_bara,split_1,split_2,split_3,max_utilization,comp_outlet_p_avg,comp_outlet_p_1,comp_outlet_p_2,comp_outlet_p_3,bottleneck_equipment,bottleneck_utilization,feasible
125.0,35.0,1093750.0,,,,,,,,,,N/A,,False
125.0,40.0,1250000.0,,,,,,,,,,N/A,,False
125.0,45.0,1406250.0,,,,,,,,,,N/A,,False
125.0,50.0,1562500.0,37.1875,0.33716250000000003,0.341325,0.3215125,0.8345368914651667,124.97920825228009,124.97920825228007,124.97920825228007,124.97920825228007,UPS2,0.8345368914651667,True
125.0,55.0,1718750.0,37.65625,0.3186914062499998,0.3168703125000002,0.36443828125,0.8467599705432964,124.98035506526885,124.98035506526885,124.98035506526885,124.98035506526885,UPS3,0.8467599705432964,True
125.0,60.0,1875000.0,38.59375,0.3194718749999998,0.3225937500000002,0.35793437499999997,0.9078592588202608,124.98095957941614,124.98095957941612,124.98095957941612,124.98095957941612,UPS2,0.9078592588202608,True
125.0,65.0,2031250.0,39.53125,0.33091875000000004,0.32883749999999995,0.34024375,0.9885476387959212,124.98122052506199,124.98122052506199,124.98122052506199,124.98122052506199,UPS1,0.9885476387959212,True
125.0,70.0,2187500.0,41.875,0.3194718749999998,0.3225937500000002,0.35793437499999997,0.9795543845356995,124.98259216663195,124.98259216663195,124.98259216663195,124.98259216663195,UPS3,0.9795543845356995,True
130.0,30.0,937500.0,,,,,,,,,,N/A,,False
130.0,35.0,1093750.0,,,,,,,,,,N/A,,False
130.0,40.0,1250000.0,,,,,,,,,,N/A,,False
130.0,45.0,1406250.0,,,,,,,,,,N/A,,False
130.0,50.0,1562500.0,46.875,0.3376828125,0.33820312500000005,0.32411406249999997,0.7040011395746999,129.97887191419994,129.97887191419994,129.97887191419994,129.97887191419994,UPS2,0.7040011395746999,True
130.0,55.0,1718750.0,38.59375,0.33091875000000004,0.32883749999999995,0.34024375,0.8877402156989579,129.97967499164304,129.97967499164304,129.97967499164304,129.97967499164304,UPS1,0.8877402156989579,True
130.0,60.0,1875000.0,39.53125,0.33091875000000004,0.32883749999999995,0.34024375,0.943110913853642,129.98032963950945,129.98032963950945,129.98032963950945,129.98032963950945,UPS1,0.943110913853642,True
130.0,65.0,2031250.0,40.46875,0.33091875000000004,0.32883749999999995,0.34024375,0.9994288862206347,129.98104006661282,129.98104006661282,129.98104006661282,129.98104006661282,UPS1,0.9994288862206347,True
130.0,70.0,2187500.0,43.28125,0.3194718749999998,0.3225937500000002,0.35793437499999997,0.9771374607318183,129.9823390049411,129.9823390049411,129.9823390049411,129.9823390049411,UPS2,0.9771374607318183,True
