"ID","NAME","CASnumber","COMPTYPE","COMPINDEX","FORMULA","MOLARMASS","LIQDENS","TC","PC","ACSFACT","NORMBOIL","MWAVG","CRITVOL","PVMODEL","Href","CPA","CPB","CPC","CPD","CPE","AntoineVapPresLiqType","ANTOINEA","ANTOINEB","ANTOINEC","ANTOINED","ANTOINEE","DIPOLEMOMENT","VISCFACT","RACKETZ","volcorrSRK_T","LJDIAMETER","LJEPS","SphericalCoreRadius","LIQVISCMODEL","LIQVISC1","LIQVISC2","LIQVISC3","LIQVISC4","GIBBSENERGYOFFORMATION","DIELECTRICPARAMETER1","DIELECTRICPARAMETER2","DIELECTRICPARAMETER3","DIELECTRICPARAMETER4","DIELECTRICPARAMETER5","IONICCHARGE","REFERENCESTATETYPE","HenryCoef1","HenryCoef2","HenryCoef3","HenryCoef4","SCHWARTZENTRUBER1","SCHWARTZENTRUBER2","SCHWARTZENTRUBER3","LIQUIDCONDUCTIVITY1","LIQUIDCONDUCTIVITY2","LIQUIDCONDUCTIVITY3","PARACHOR","HEATOFFUSION","TRIPLEPOINTDENSITY","TRIPLEPOINTPRESSURE","TRIPLEPOINTTEMPERATURE","MELTINGPOINTTEMPERATURE","ENTHALPYOFFORMATION","ABSOLUTEENTROPY","SOLIDDENSITYCOEFS1","SOLIDDENSITYCOEFS2","SOLIDDENSITYCOEFS3","SOLIDDENSITYCOEFS4","SOLIDDENSITYCOEFS5","LIQUIDDENSITYCOEFS1","LIQUIDDENSITYCOEFS2","LIQUIDDENSITYCOEFS3","LIQUIDDENSITYCOEFS4","LIQUIDDENSITYCOEFS5","HEATOFVAPORIZATIONCOEFS1","HEATOFVAPORIZATIONCOEFS2","HEATOFVAPORIZATIONCOEFS3","HEATOFVAPORIZATIONCOEFS4","HEATOFVAPORIZATIONCOEFS5","STDDENS","MC1","MC2","MC3","MC1Solid","MC2Solid","MC3Solid","TwuCoon1","TwuCoon2","TwuCoon3","associationsites","associationscheme","racketZCPA","volcorrCPA_T","associationboundingvolume_SRK","associationenergy","aCPA_SRK","bCPA_SRK","mCPA_SRK","aCPA_PR","bCPA_PR","mCPA_PR","associationboundingvolume_PR","calcActivity","ANTOINESolidA","ANTOINESolidB","ANTOINESolidC","Hsub","criticalViscosity","HydrateA1Small","HydrateB1Small","HydrateA1Large","HydrateB1Large","HydrateA2Small","HydrateB2Small","HydrateA2Large","HydrateB2Large","HydrateFormer","mSAFT","sigmaSAFT","epsikSAFT","associationboundingvolume_PCSAFT","associationenergy_PCSAFT","LJDIAMETERHYDRATE","LJEPSHYDRATE","SphericalCoreRadiusHYDRATE","DeshMatIonicDiameter","waxformer","B2_largeGF","A1_smallGF","B1_smallGF","A1_largeGF","B1_largeGF","A2_smallGF","B2_smallGF","A2_largeGF","CPsolid1","CPsolid2","CPsolid3","CPsolid4","CPsolid5","CPliquid1","CPliquid2","CPliquid3","CPliquid4","CPliquid5","MCPR1","MCPR2","MCPR3","PARACHOR_CPA"
116,"Fe++","74-82-8","ion",116,"Fe++",55.85,0.79,444.15,290.89,0.34,55.85,40.08,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,6.00,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,2,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,6.00,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
117,"Rb+","74-82-8","ion",117,"Rb+",85.47,0.79,444.15,290.89,0.34,64.55,85.47,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,2.36,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.36,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
118,"Pb++","74-82-8","ion",118,"Pb++",207.20,0.79,444.15,290.89,0.34,64.55,207.20,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,5.66,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,2,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,5.66,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
119,"NO3-","74-82-8","ion",119,"NO3-",62.00,0.79,444.15,290.89,0.34,62.00,126.90,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,3.12,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,-1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.12,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
120,"ClO4-","74-82-8","ion",120,"ClO4-",99.45,0.79,444.15,290.89,0.34,62.00,99.45,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,3.64,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,-1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.64,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
121,"SO4--","74-82-8","ion",121,"SO4--",96.07,0.79,444.15,290.89,0.34,62.00,96.07,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,3.41,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,-2,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.41,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
123,"helium","7440-59-7","inert",123,"helium",4.00,0.00,-267.95,2.27,-0.39,-268.94,4.00,65.00,"Classic                                           ",0.00,20.78,0.00,0.00,0.00,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
124,"c-C7","291-64-5","HC",124,"C7H14",98.18,0.81,331.15,38.40,0.24,118.45,98.18,353.00,"Classic",57151.10,-76.20,0.78,-4.204e-04,7.562e-08,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,289.10,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",2.66,3.99,283.33,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,-0.22,0.87,289.10
125,"c-C8","292-64-8","HC",125,"C8H16",112.21,0.83,366.85,34.80,0.29,148.85,112.21,410.00,"Classic",66909.60,35.21,0.10,1.35626282e-03,-1.75192608e-06,6.6403918e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,321.90,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",2.82,4.10,294.04,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,-0.14,0.52,321.90
126,"CO","630-08-0","inert",126,"CO",28.01,1.10,-140.20,34.98,0.09,-191.45,44.01,94.00,"Classic                                           ",0.00,32.52,-0.03,9.827148e-05,-1.0824828e-07,4.28171e-11,"log",140.54,-4735.00,-21.26,0.04,1.00,0.00,0.00,0.00,0.00,2.34,168.77,0.68,2,-7.81,3140.00,0.00,0.00,-394000.00,2.00,0.00,0.00,0.00,0.00,0,"solute                                            ",94.49,-6789.04,-11.45,-0.01,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,5.20,216.58,216.59,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.10,0.88,-0.85,3.09,0.00,0.00,0.00,1.41,-0.60,1.10,1,"1A",0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,6.81,-1301.67,-3.49,26100,3.76872e-05,4.856e-11,7196.90,0.09,2343.90,6.082e-05,3417.90,0.16,2317.90,"yes",1.30,3.25,92.15,0.00,0.00,2.34,168.77,0.68,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
127,"methanolPVTsim","74-82-8","alcohol",127,"CH4O                                              ",32.04,0.79,239.45,80.96,0.55,64.55,32.04,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.20,0.00,3.62,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,57900.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,0.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,1.43,-0.79,0.32,0.00,0.00,0.00,0.00,0.00,0.00,2,"2B",0.00,0.00,0.01,24591.00,40531.00,3.09,0.43,47052.00,3.30,0.90,0.04,1,17.38,-7582.40,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",1.52,3.23,188.90,0.03,24106.44,3.62,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,"MEGPVTsim18","74-82-8","glycol",128,"C2H6O2                                            ",62.06,1.11,446.85,90.00,0.53,197.35,62.06,186.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"exp",13.62,6022.18,-28.25,0.00,0.00,2.30,0.21,0.24,0.00,3.62,481.80,0.00,2,-7.81,3140.00,0.00,0.00,57900.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.65,-3.95,3.67,0.51,-7.981692e-04,6.48e-08,0.00,9960.00,904.00,2.42e-06,260.00,260.00,-388000.00,324.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82900000.00,0.42,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,"4C",0.00,0.00,0.01,19752.00,108190.00,5.14,0.67,108190.00,5.14,0.67,0.05,1,17.09,-7800.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.62,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,"MEGPVTsim19","74-82-8","glycol",129,"C2H6O2                                            ",62.06,1.11,446.85,90.00,0.53,197.35,62.06,186.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"exp",13.62,6022.18,-28.25,0.00,0.00,2.30,0.21,0.24,0.00,3.62,481.80,0.00,2,-7.81,3140.00,0.00,0.00,57900.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.65,-3.95,3.67,0.51,-7.981692e-04,6.48e-08,0.00,9960.00,904.00,2.42e-06,260.00,260.00,-388000.00,324.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82900000.00,0.42,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,"4C",0.00,0.00,0.01,19752.00,108190.00,5.14,0.67,108190.00,5.14,0.67,0.05,1,17.09,-7800.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.62,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,"propanePVTsim","74-82-8","HC",130,"CH4O                                              ",44.09,0.00,96.65,42.46,0.15,-42.05,44.09,203.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",59.07,-3492.60,-6.06,1.0919e-05,2.00,0.00,0.00,0.00,0.00,3.32,205.88,0.66,3,-7.76,722.00,0.02,-4.67e-05,-24400.00,2.00,0.00,0.00,0.00,0.00,0,"solute                                            ",0.00,0.00,0.00,0.00,-0.01,-4.34,4.00,-0.38,5.25e-03,-6.37e-06,151.90,6000.00,1000.00,1.71089e-09,85.47,85.50,-103840.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.10,0.72,-0.09,0.18,0.00,0.00,0.00,0.43,0.86,1.39,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.24,1,1.00,-11.12,0.00,28500,2.49734e-05,0.00,0.00,0.00,0.00,0.00,0.00,8.264e-03,4521.00,"yes",2.00,3.61,208.11,0.00,0.00,3.32,205.88,0.66,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151.90
131,"ethanolPVTsim","74-82-8","alcohol",131,"CH4O                                              ",46.06,0.79,240.75,61.40,0.64,64.55,32.04,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,3.62,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,57900.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,0.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,1.43,-0.79,0.32,0.00,0.00,0.00,0.00,0.00,0.00,2,"2B",0.00,0.00,8.0e-03,21500.00,85164.00,4.91,0.75,47052.00,3.30,0.90,0.04,1,17.38,-7582.40,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",2.38,3.17,198.24,0.03,22060.36,3.62,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,"nbutanePVTsim","74-82-8","HC",132,"C4H10                                             ",58.12,0.00,152.05,37.99,0.19,-0.45,58.12,255.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",66.34,-4363.20,-7.04,9.4509e-06,2.00,0.00,0.00,0.00,0.00,2.91,209.00,0.93,2,-7.81,3140.00,0.00,0.00,-394370.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solute                                            ",0.00,0.00,0.00,0.00,-0.01,-4.92,4.85,-0.38,5.25e-03,-6.37e-06,191.70,6000.00,1000.00,6.76236e-06,134.86,138.15,-126150.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.10,0.80,-0.21,0.36,0.00,0.00,0.00,0.33,0.85,1.86,0,"0",0.00,0.00,8.0e-03,21532.01,0.00,0.00,0.00,0.00,0.00,0.00,5.76,1,1.00,-13.43,0.00,35900,2.57682e-05,0.00,0.00,0.00,0.00,0.00,0.00,1.262e-03,4580.00,"yes",2.33,3.70,222.86,0.00,0.00,2.91,209.00,0.93,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191.70
133,"mercury","7439-97-6","other",133,"Hg",200.60,13.50,1462.00,1608.00,-0.16,356.60,200.60,56.35,"Classic",0.00,20.80,0.00,0.00,0.00,0.00,"log",-6.00,1.00,-0.30,-1.22,0.00,0.00,0.00,0.00,0.00,1.20,132.00,0.38,3,-24.00,1122.00,0.20,0.00,-50000.00,2.00,0.00,0.00,0.00,0.00,0,"solute",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2295.00,1000.00,3.9662e-05,234.30,234.30,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.97,2.24,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,8.04,-4600.00,-144.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,1.20,132.00,0.38,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,-0.16,0.14,0.00
134,"propylbenzene","103-65-1","HC",134,"C9H12",106.16,0.87,365.23,36.09,0.30,58.05,86.17,358.00,"Classic",0.00,39.56,0.19,9.8595726e-04,-1.44605402e-06,5.8730096e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,1.63e-09,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
136,"NaCl","0-0-0-0","NaCl",136,"H2O                                               ",58.44,0.99,375.15,220.89,0.34,100.00,58.44,56.00,"Classic                                           ",29500.00,-2290.00,12.78,-0.02,0.00,0.00,"log10",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.23,0.00,2.52,809.10,0.00,3,-57.71,7647.00,0.14,-1.357e-04,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solute",0.00,0.00,0.00,0.00,0.05,0.09,-2.26,-0.38,5.25e-03,-6.37e-06,207.00,6010.00,1000.00,6.11e-03,273.16,273.15,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,1.08,-0.63,0.63,0.00,0.00,0.00,0.00,0.00,0.00,4,"4C",0.00,0.00,0.06,166550.00,12277.00,1.45,0.67,13855.59,1.45,0.66,0.04,1,17.38,-6141.76,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",1.06,3.00,366.51,0.03,20790.81,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
