ID,NAME,CASnumber,COMPTYPE,COMPINDEX,FORMULA,MOLARMASS,LIQDENS,TC,PC,ACSFACT,NORMBOIL,MWAVG,CRITVOL,PVMODEL,Href,CPA,CPB,CPC,CPD,CPE,AntoineVapPresLiqType,ANTOINEA,ANTOINEB,ANTOINEC,ANTOINED,ANTOINEE,DIPOLEMOMENT,VISCFACT,RACKETZ,volcorrSRK_T,LJDIAMETER,LJEPS,SphericalCoreRadius,LIQVISCMODEL,LIQVISC1,LIQVISC2,LIQVISC3,LIQVISC4,GIBBSENERGYOFFORMATION,DIELECTRICPARAMETER1,DIELECTRICPARAMETER2,DIELECTRICPARAMETER3,DIELECTRICPARAMETER4,DIELECTRICPARAMETER5,IONICCHARGE,REFERENCESTATETYPE,HenryCoef1,HenryCoef2,HenryCoef3,HenryCoef4,SCHWARTZENTRUBER1,SCHWARTZENTRUBER2,SCHWARTZENTRUBER3,LIQUIDCONDUCTIVITY1,LIQUIDCONDUCTIVITY2,LIQUIDCONDUCTIVITY3,PARACHOR,HEATOFFUSION,TRIPLEPOINTDENSITY,TRIPLEPOINTPRESSURE,TRIPLEPOINTTEMPERATURE,MELTINGPOINTTEMPERATURE,ENTHALPYOFFORMATION,ABSOLUTEENTROPY,SOLIDDENSITYCOEFS1,SOLIDDENSITYCOEFS2,SOLIDDENSITYCOEFS3,SOLIDDENSITYCOEFS4,SOLIDDENSITYCOEFS5,LIQUIDDENSITYCOEFS1,LIQUIDDENSITYCOEFS2,LIQUIDDENSITYCOEFS3,LIQUIDDENSITYCOEFS4,LIQUIDDENSITYCOEFS5,HEATOFVAPORIZATIONCOEFS1,HEATOFVAPORIZATIONCOEFS2,HEATOFVAPORIZATIONCOEFS3,HEATOFVAPORIZATIONCOEFS4,HEATOFVAPORIZATIONCOEFS5,STDDENS,MC1,MC2,MC3,MC1Solid,MC2Solid,MC3Solid,TwuCoon1,TwuCoon2,TwuCoon3,associationsites,associationscheme,racketZCPA,volcorrCPA_T,associationboundingvolume_SRK,associationenergy,aCPA_SRK,bCPA_SRK,mCPA_SRK,aCPA_PR,bCPA_PR,mCPA_PR,associationboundingvolume_PR,calcActivity,ANTOINESolidA,ANTOINESolidB,ANTOINESolidC,Hsub,criticalViscosity,HydrateA1Small,HydrateB1Small,HydrateA1Large,HydrateB1Large,HydrateA2Small,HydrateB2Small,HydrateA2Large,HydrateB2Large,HydrateFormer,mSAFT,sigmaSAFT,epsikSAFT,associationboundingvolume_PCSAFT,associationenergy_PCSAFT,LJDIAMETERHYDRATE,LJEPSHYDRATE,SphericalCoreRadiusHYDRATE,DeshMatIonicDiameter,waxformer,B2_largeGF,A1_smallGF,B1_smallGF,A1_largeGF,B1_largeGF,A2_smallGF,B2_smallGF,A2_largeGF,CPsolid1,CPsolid2,CPsolid3,CPsolid4,CPsolid5,CPliquid1,CPliquid2,CPliquid3,CPliquid4,CPliquid5,MCPR1,MCPR2,MCPR3,PARACHOR_CPA,lambdaRSAFTVRMie,lambdaASAFTVRMie,mSAFTVRMie,sigmaSAFTVRMie,epsikSAFTVRMie,associationenergy_SAFTVRMie,associationvolume_SAFTVRMie,UMRCPA_MC1,UMRCPA_MC2,UMRCPA_MC3,UMRCPA_MC4,UMRCPA_MC5,UMRCPA_a0,UMRCPA_b,UMRCPA_assocEnergy,UMRCPA_assocVolume,UMRCPA_assocScheme,UMRCPA_associating,UMRCPA_racketZ,UMRCPA_volcorr_T,InChIKey
226,NH4NO3,6484-52-2,0,1220,H4N2O3,80.04336,1.0513580022500668,318.80000000000007,97.505973,0.87963113,235.0,80.04336,226.899,Classic,0.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,1.0,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,442.85,0.0,0.0,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,68235.41364032877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,5960.0,2.15086074486825e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,DVARTQFDIMZBAA-UHFFFAOYSA-O
227,NH4NO3-,6484-52-2,ion,1220,H4N2O3,79.04336,1.0513580022500668,318.80000000000007,97.505973,0.87963113,235.0,79.04336,226.899,Classic,0.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,1.0,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,442.85,0.0,0.0,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,68235.41364032877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,5960.0,2.15086074486825e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,DVARTQFDIMZBAA-UHFFFAOYSA-O
228,NH4HSO4,7803-63-6,0,1222,H5NO4S,115.109,1.3020134914132095,318.80000000000007,86.504246,0.91587415,358.80000000000007,115.109,263.401,Classic,0.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,1.0,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,420.15,0.0,0.0,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,85447.06162094796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2.301829247136376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,BIGPRXCJEDHCLP-UHFFFAOYSA-N
229,NH4HSO4-,7803-63-6,ion,1222,H5NO4S,114.109,1.3020134914132095,318.80000000000007,86.504246,0.91587415,358.80000000000007,114.109,263.401,Classic,0.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,1.0,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,420.15,0.0,0.0,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,85447.06162094796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2.301829247136376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,BIGPRXCJEDHCLP-UHFFFAOYSA-N
230,NH2OH,7803-49-8,0,1224,H3NO,33.02992,1.384180567357443,318.80000000000007,137.0,0.694,58.0,33.02992,74.64,Classic,-43480.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,0.68207255,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,306.15,-43480.0,0.0,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,33299.8917921176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,5141.0,1.807373815415664e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,AVXURJPOCDRRFD-UHFFFAOYSA-N
231,NH2OH-,7803-49-8,ion,1224,H3NO,32.02992,1.384180567357443,318.80000000000007,137.0,0.694,58.0,32.02992,74.64,Classic,-43480.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,0.68207255,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,306.15,-43480.0,0.0,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,33299.8917921176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,5141.0,1.807373815415664e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,AVXURJPOCDRRFD-UHFFFAOYSA-N
232,N2H4,302-01-2,0,1226,H4N2,32.04516,0.938718090973834,318.80000000000007,146.92125,0.328,113.55,32.04516,96.1,Classic,95510.0,30.1565456946,0.0186160754922,0.000239123863848,-3.3756706788e-07,1.4051437062e-10,pow10KPa,9.9268,1679.07,-45.45,0.0,0.0,1.0,0.215,0.264,0.0,3.82,132.0,0.7475297500000001,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,275.15,95510.0,238.5,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,41371.3976726547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,12760.0,1.8255116023732143e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,OAKJQQAXSVQMHS-UHFFFAOYSA-N
233,N2H4-,302-01-2,ion,1226,H4N2,31.045160000000003,0.938718090973834,318.80000000000007,146.92125,0.328,113.55,31.045160000000003,96.1,Classic,95510.0,30.1565456946,0.0186160754922,0.000239123863848,-3.3756706788e-07,1.4051437062e-10,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.264,0.0,3.82,132.0,0.7475297500000001,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,275.15,95510.0,238.5,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,41371.3976726547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,12760.0,1.8255116023732143e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,OAKJQQAXSVQMHS-UHFFFAOYSA-N
234,HCN,74-90-8,0,1228,CHN,27.02534,0.5476338243944867,318.80000000000007,54.0,0.407,25.629999999999995,27.02534,135.0,Classic,129291.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.63,569.1,0.112410775,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,259.75,129291.0,201.8,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,29254.325315157294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,8510.0,9.129098343627982e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,LELOWRISYMNNSU-UHFFFAOYSA-N
235,HCN-,74-90-8,ion,1228,CHN,26.02534,0.5476338243944867,318.80000000000007,54.0,0.407,25.629999999999995,26.02534,135.0,Classic,129291.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.63,569.1,0.112410775,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,259.75,129291.0,201.8,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,29254.325315157294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,8510.0,9.129098343627982e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,LELOWRISYMNNSU-UHFFFAOYSA-N
236,CS2,75-15-0,0,1230,CS2,76.1407,1.285554352279935,318.80000000000007,79.0335,0.115,46.200000000000045,76.1407,160.0,Classic,116700.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.2808,0.0,4.29901,376.51,0.7845,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,161.15,116700.0,237.8,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,27718.58057687172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,4490.0,1.9140732720446068e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.6919,3.3977,228.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,QGJOPFRUJISHPQ-UHFFFAOYSA-N
237,CS2-,75-15-0,ion,1230,CS2,75.1407,1.285554352279935,318.80000000000007,79.0335,0.115,46.200000000000045,75.1407,160.0,Classic,116700.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.2808,0.0,4.29901,376.51,0.7845,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,161.15,116700.0,237.8,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,27718.58057687172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,4490.0,1.9140732720446068e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,QGJOPFRUJISHPQ-UHFFFAOYSA-N
238,CH2O,50-00-0,0,1232,CH2O,30.02598,0.8028718791949712,318.80000000000007,65.86125,0.2484,-19.09999999999997,30.02598,101.0,Classic,-109160.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,0.60444375,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,181.15,-109160.0,218.8,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,23848.05769843656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.1194147974011184e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,WSFSSNUMVMOOMR-UHFFFAOYSA-N
239,CH2O-,50-00-0,ion,1232,CH2O,29.02598,0.8028718791949712,318.80000000000007,65.86125,0.2484,-19.09999999999997,29.02598,101.0,Classic,-109160.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,0.60444375,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,181.15,-109160.0,218.8,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,23848.05769843656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.1194147974011184e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,WSFSSNUMVMOOMR-UHFFFAOYSA-N
240,C2H4O,75-21-8,0,1234,C2H4O,44.05256,0.8565108640742113,318.80000000000007,73.047,0.21,10.509556124000028,44.05256,139.470013947,Classic,-52680.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.2569,0.0,3.82,132.0,0.9685,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,856.5108640742113,8.256407603630001e-05,160.654,161.8,-52680.0,242.5,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,25994.73878212764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,5270.0,1.4195037201863748e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IAYPIBMASNFSPL-UHFFFAOYSA-N
241,C2H4O-,75-21-8,ion,1234,C2H4O,43.05256,0.8565108640742113,318.80000000000007,73.047,0.21,10.509556124000028,43.05256,139.470013947,Classic,-52680.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.2569,0.0,3.82,132.0,0.9685,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,856.5108640742113,8.256407603630001e-05,160.654,161.8,-52680.0,242.5,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,25994.73878212764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,5270.0,1.4195037201863748e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IAYPIBMASNFSPL-UHFFFAOYSA-N
242,H+,0-0-0-0,ion,8,H,1.0,0.797,444.15,290.89,0.344,64.55,19.02,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.0,0.0,4.06,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,0.0,0.0,0.0,0.0,0.0,0.0,1,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,4.06,481.8,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,GPRLSGONYQIRFK-UHFFFAOYSA-N
